page_id,model,quant,schema_keys,schema_complexity,f1,precision,recall,exact_match,json_valid,schema_valid,hallucination_rate,tokens_in,latency_s,model_size_gb
1000956,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,2492,2.24,5.99
5817380,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3722,3.91,5.99
7967802,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3689,3.78,5.99
56427,llama-3.2-3b,f16,9,34.8,0.0,0.0,0.0,0,0,0,0.0,1621,5.43,5.99
1643807,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1277,1.19,5.99
7969750,llama-3.2-3b,f16,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,596,3.81,5.99
1648936,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,2542,2.47,5.99
3522741,llama-3.2-3b,f16,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,738,2.87,5.99
1294559,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3932,3.95,5.99
758883,llama-3.2-3b,f16,16,44.1,0.0,0.0,0.0,0,0,0,0.0,3820,4.08,5.99
1428690,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3751,4.08,5.99
1032524,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,2805,2.67,5.99
1651873,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,717,33.27,5.99
1428649,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,2787,41.56,5.99
1013172,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,2188,6.1,5.99
1088908,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3542,3.49,5.99
970389,llama-3.2-3b,f16,37,130.1,0.0,0.0,0.0,0,0,1,0.0,3231,3.07,5.99
5683271,llama-3.2-3b,f16,35,111.2,0.0,0.0,0.0,0,0,0,0.0,3764,3.91,5.99
1091031,llama-3.2-3b,f16,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,594,4.26,5.99
6384588,llama-3.2-3b,f16,13,45.7,0.0,0.0,0.0,0,0,1,0.75,3867,12.7,5.99
1428687,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3636,3.73,5.99
3516310,llama-3.2-3b,f16,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,592,3.84,5.99
3605597,llama-3.2-3b,f16,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,594,3.85,5.99
1052425,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3166,2.97,5.99
3618304,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,877,33.34,5.99
973014,llama-3.2-3b,f16,37,130.1,0.0,0.0,0.0,0,0,1,0.0,646,32.59,5.99
7975200,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3839,3.97,5.99
1087640,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3812,3.94,5.99
1303583,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1299,17.25,5.99
4774041,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,2858,40.31,5.99
8466112,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1275,34.9,5.99
1199266,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3970,4.13,5.99
1016733,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,553,32.69,5.99
916869,llama-3.2-3b,f16,37,130.1,0.0,0.0,0.0,0,0,1,0.0,3696,3.64,5.99
1651996,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3679,3.6,5.99
3614386,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3742,11.21,5.99
977783,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1388,35.08,5.99
7085575,llama-3.2-3b,f16,22,66.0,0.0,0.0,0.0,0,0,0,0.0,3762,3.92,5.99
7976387,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3062,41.51,5.99
39748,llama-3.2-3b,f16,25,86.89999999999999,0.0,0.0,0.0,0,0,0,0.0,3697,3.93,5.99
957207,llama-3.2-3b,f16,27,111.8,0.0,0.0,0.0,0,0,1,1.0,2478,39.58,5.99
1644952,llama-3.2-3b,f16,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,588,4.66,5.99
973789,llama-3.2-3b,f16,37,130.1,1.0,1.0,1.0,1,0,1,0.0,565,2.66,5.99
8465208,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3848,4.18,5.99
1641944,llama-3.2-3b,f16,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,1443,4.4,5.99
1637960,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1250,0.97,5.99
7977171,llama-3.2-3b,f16,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3718,4.2,5.99
7729414,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,567,2.4,1.69
1034547,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,569,16.36,1.69
1031214,llama-3.2-3b,q3_k_l,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,711,1.15,1.69
1006468,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,2678,4.36,1.69
1295769,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,575,16.24,1.69
2912700,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3531,16.24,1.69
3509424,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3886,4.41,1.69
1296722,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,655,16.31,1.69
1645217,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3725,4.24,1.69
1010347,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3381,3.85,1.69
3511228,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3842,4.53,1.69
1294719,llama-3.2-3b,q3_k_l,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1135,0.99,1.69
