page_id,model,context_type,schema_keys,schema_complexity,f1,precision,recall,exact_match,json_valid,schema_valid,hallucination_rate,tokens_in,latency_s,cost_usd
4578020,gpt-4o,markdown,25,77.1,0.0,0.0,0.0,0,1,0,0.0,7943,15.87,0.019858
188459,gpt-4o,markdown,27,79.69999999999999,1.0,1.0,1.0,1,1,1,0.0,452,0.83,0.00113
1801116,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,2992,2.87,0.00748
1799626,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,8078,22.46,0.020195
4517880,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,8181,12.63,0.020452
3618364,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,7963,27.52,0.019908
3610260,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,565,0.79,0.001412
10930,gpt-4o,markdown,28,95.60000000000001,0.2,0.2,0.2,0,1,1,0.0,7459,18.64,0.018648
1000931,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,6733,3.49,0.016833
1646340,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,4168,15.56,0.01042
4113566,gpt-4o,markdown,7,23.599999999999998,0.0,0.0,0.0,0,1,1,0.0,7283,9.32,0.018208
1427090,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,7955,17.01,0.019887
1799129,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,555,0.72,0.001388
323680,gpt-4o,markdown,16,42.099999999999994,0.8,0.6667,1.0,0,1,1,0.0,4432,1.23,0.01108
3611747,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,8125,15.06,0.020313
2913532,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3022,15.98,0.007555
3618248,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,3684,5.56,0.00921
1646394,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,2617,1.04,0.006542
1000009,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,722,1.22,0.001805
1652085,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,4433,13.67,0.011083
1026364,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,1.0,7582,15.91,0.018955
991358,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,4927,6.39,0.012318
771053,gpt-4o,markdown,8,21.7,1.0,1.0,1.0,1,1,1,0.0,5075,11.62,0.012688
1650540,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,2092,1.28,0.00523
1090783,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,3604,11.03,0.00901
1634594,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,6559,11.03,0.016397
5808084,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,4536,16.87,0.01134
1056273,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,0,0.0,6266,11.54,0.015665
7969431,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,8266,6.79,0.020665
4518560,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,1.0,653,0.91,0.001633
1629748,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,748,1.78,0.00187
4991838,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,1.0,588,1.18,0.00147
1638930,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,718,0.62,0.001795
7976694,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,1.0,654,0.65,0.001635
4773722,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2444,4.84,0.00611
1296142,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,1.0,580,0.72,0.00145
2907867,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,4843,17.1,0.012108
7973758,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,1.0,588,1.44,0.00147
4518749,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,8363,23.08,0.020907
1031264,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,0,0.0,8116,4.71,0.02029
1428869,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,828,0.54,0.00207
1011497,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,7741,13.06,0.019353
5213119,gpt-4o,markdown,10,32.7,0.0,0.0,0.0,0,1,0,0.0,3751,7.99,0.009378
2908863,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,656,0.72,0.00164
8480731,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,650,0.66,0.001625
1045443,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,569,0.88,0.001422
1086391,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,8323,12.33,0.020807
1640610,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,1878,0.68,0.004695
1046113,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,4517,5.44,0.011293
274440,gpt-4o,markdown,27,80.3,0.0,0.0,0.0,0,1,1,0.0,4868,27.13,0.01217
1086808,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,1856,0.65,0.00464
1042690,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,2784,1.0,0.00696
1205687,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,3101,8.64,0.007752
1650123,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,722,0.7,0.001805
1629947,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,5116,7.83,0.01279
3612035,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2798,4.46,0.006995
1641000,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,5069,16.18,0.012672
1651540,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,721,0.62,0.001803
4672344,gpt-4o,markdown,26,78.2,1.0,1.0,1.0,1,1,1,0.5,2246,1.03,0.005615
1091226,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,8175,12.39,0.020438
1000956,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,2567,8.62,0.006417
5817380,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,1.0,3714,9.52,0.009285
7967802,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,8205,11.25,0.020512
1643807,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,1283,0.68,0.003207
7969750,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,601,0.61,0.001502
1648936,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,2542,4.2,0.006355
3522741,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,745,0.87,0.001863
1294559,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,5331,18.28,0.013328
758883,gpt-4o,markdown,16,44.1,0.0,0.0,0.0,0,1,0,0.0,8262,6.55,0.020655
1428690,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,1.0,4014,16.59,0.010035
1032524,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2798,0.72,0.006995
1651873,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,724,0.73,0.00181
1428649,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2818,3.17,0.007045
1013172,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2187,6.15,0.005468
1088908,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,1.0,4188,30.92,0.01047
5366939,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,7056,0.93,0.01764
970389,gpt-4o,markdown,37,130.1,0.0,0.0,0.0,0,1,1,0.0,3236,1.33,0.00809
5683271,gpt-4o,markdown,35,111.2,0.0,0.0,0.0,0,1,1,0.0,4706,7.79,0.011765
1091031,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,598,0.67,0.001495
6384588,gpt-4o,markdown,13,45.7,0.0,0.0,0.0,0,1,1,0.0,8067,2.9,0.020168
1428687,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,9166,1.7,0.022915
3516310,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,598,0.92,0.001495
3605597,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,600,0.63,0.0015
1052425,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,3143,8.57,0.007857
3618304,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,879,0.74,0.002197
973014,gpt-4o,markdown,37,130.1,1.0,1.0,1.0,1,1,1,0.0,651,1.02,0.001628
7975200,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,8288,1.05,0.02072
1087640,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,0,0.0,3814,8.28,0.009535
1303583,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,1303,11.48,0.003257
4774041,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2871,2.35,0.007177
8466112,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,1291,0.93,0.003227
1199266,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,8451,1.44,0.021128
1016733,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,560,0.71,0.0014
916869,gpt-4o,markdown,37,130.1,0.5,0.5,0.5,0,1,1,0.0,7972,6.87,0.01993
1651996,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,7572,16.46,0.01893
3614386,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,6624,24.3,0.01656
977783,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,1386,0.82,0.003465
7085575,gpt-4o,markdown,22,66.0,0.0,0.0,0.0,0,0,0,0.0,5927,11.1,0.014818
7976387,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,3047,2.12,0.007618
39748,gpt-4o,markdown,25,86.89999999999999,0.5,0.6667,0.4,0,1,0,0.0,3937,8.91,0.009843
957207,gpt-4o,markdown,27,111.8,0.0,0.0,0.0,0,1,1,0.0,2422,7.11,0.006055
1644952,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,594,0.68,0.001485
973789,gpt-4o,markdown,37,130.1,1.0,1.0,1.0,1,1,1,0.0,571,0.62,0.001427
8465208,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,6430,9.63,0.016075
1641944,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,1442,3.38,0.003605
1637960,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,1255,1.86,0.003138
7977171,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,4455,15.27,0.011137
8459325,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,3521,6.04,0.008802
1197344,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,722,0.61,0.001805
1637867,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,3554,2.88,0.008885
1716572,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,8045,20.18,0.020112
218330,gpt-4o,markdown,24,65.5,0.0,0.0,0.0,0,1,1,0.0,5564,15.55,0.01391
1164704,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,2777,0.62,0.006942
7309962,gpt-4o,markdown,28,85.4,0.0,0.0,0.0,0,1,0,0.0,3503,5.05,0.008757
8469896,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,0,0.0,6916,16.45,0.01729
1004424,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,4424,6.04,0.01106
3514989,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,713,1.33,0.001783
3605807,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,8260,19.27,0.02065
1643738,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,2918,0.7,0.007295
578633,gpt-4o,markdown,12,36.1,1.0,1.0,1.0,1,1,1,0.0,8085,16.29,0.020213
1199432,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,2862,7.19,0.007155
918307,gpt-4o,markdown,37,130.1,1.0,1.0,1.0,1,1,1,0.0,8772,11.85,0.02193
7979384,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,7544,23.84,0.01886
4062550,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,7296,10.63,0.01824
1089986,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,3890,12.28,0.009725
982985,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,2401,1.02,0.006003
1011294,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,1.0,3760,13.65,0.0094
1203931,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,9108,8.42,0.02277
1296078,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,1038,2.42,0.002595
1006389,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,720,0.93,0.0018
7980860,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,8302,12.67,0.020755
1630753,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,5967,11.25,0.014918
1021226,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,8026,23.55,0.020065
1629422,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,3773,1.13,0.009432
1197416,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,7948,13.83,0.01987
130063,gpt-4o,markdown,31,99.1,0.0,0.0,0.0,0,1,0,0.0,8094,40.51,0.020235
7986785,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,567,0.73,0.001417
1010975,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,2825,4.62,0.007063
1006101,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,720,0.64,0.0018
4399082,gpt-4o,markdown,16,50.0,0.5,0.5,0.5,0,1,1,0.25,3553,1.42,0.008882
1634042,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,0.0,2165,4.91,0.005412
999897,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,4553,0.84,0.011383
3615977,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,716,0.55,0.00179
996306,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,6483,6.44,0.016207
1634083,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,604,0.59,0.00151
2570940,gpt-4o,markdown,43,154.5,0.75,0.8571,0.6667,0,1,0,0.3333,4021,8.81,0.010053
782079,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,627,0.57,0.001568
779433,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,732,0.97,0.00183
772263,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,1,1.0,2951,7.68,0.007378
3980584,gpt-4o,markdown,50,144.5,0.0,0.0,0.0,0,0,0,0.0,6395,17.87,0.015988
777945,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,1,0.0,8067,5.95,0.020168
3980101,gpt-4o,markdown,50,144.3,0.0,0.0,0.0,0,0,0,0.0,4744,17.99,0.01186
6656061,gpt-4o,markdown,49,154.3,0.0,0.0,0.0,0,1,0,0.0,3256,1.21,0.00814
484545,gpt-4o,markdown,45,141.2,0.2857,1.0,0.1667,0,1,1,0.0,1232,0.97,0.00308
321000,gpt-4o,markdown,36,144.9,0.0,0.0,0.0,0,1,0,0.0,4156,17.97,0.01039
3642655,gpt-4o,markdown,50,141.4,0.0,0.0,0.0,0,0,0,0.0,4539,12.29,0.011347
406141,gpt-4o,markdown,28,144.3,0.2857,1.0,0.1667,0,1,0,0.0,3088,1.28,0.00772
3489950,gpt-4o,markdown,50,145.70000000000002,0.0,0.0,0.0,0,0,0,0.0,5116,13.91,0.01279
1156753,gpt-4o,markdown,48,168.4,0.0,0.0,0.0,0,0,0,0.0,8350,22.31,0.020875
1156750,gpt-4o,markdown,48,168.4,0.0,0.0,0.0,0,0,0,0.0,8357,11.32,0.020893
894669,gpt-4o,markdown,43,145.4,0.0,0.0,0.0,0,1,1,0.0,3674,10.0,0.009185
778804,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,2873,0.81,0.007182
2574421,gpt-4o,markdown,46,131.9,0.0,0.0,0.0,0,0,0,0.0,2315,9.54,0.005788
69658,gpt-4o,markdown,44,151.29999999999998,0.4615,1.0,0.3,0,1,0,0.3333,2594,1.41,0.006485
3485909,gpt-4o,markdown,50,210.6,0.0,0.0,0.0,0,0,0,0.0,8314,34.5,0.020785
147669,gpt-4o,markdown,36,184.4,0.2222,1.0,0.125,0,1,0,1.0,2715,1.69,0.006788
487200,gpt-4o,markdown,42,136.3,0.4615,0.5,0.4286,0,1,0,0.2,4046,6.1,0.010115
186333,gpt-4o,markdown,49,134.1,0.5714,0.8,0.4444,0,1,0,0.0,656,2.56,0.00164
3628137,gpt-4o,markdown,44,168.29999999999998,0.0,0.0,0.0,0,0,0,0.0,2031,7.06,0.005078
5001051,gpt-4o,markdown,50,143.20000000000002,0.0,0.0,0.0,0,0,0,0.0,8011,9.21,0.020028
8517009,gpt-4o,markdown,43,132.89999999999998,0.0,0.0,0.0,0,1,0,0.0,6472,3.58,0.01618
651469,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,557,0.76,0.001393
407198,gpt-4o,markdown,32,166.4,0.4444,1.0,0.2857,0,1,0,0.5,5917,10.0,0.014793
783078,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,1,0.0,8367,14.2,0.020917
816647,gpt-4o,markdown,40,144.6,0.0,0.0,0.0,0,1,1,0.0,5688,12.12,0.01422
779508,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,723,2.46,0.001808
5184715,gpt-4o,markdown,48,141.5,0.8,1.0,0.6667,0,1,0,0.3333,977,3.04,0.002442
4077071,gpt-4o,markdown,47,133.2,0.0,0.0,0.0,0,1,0,0.0,4094,10.04,0.010235
836031,gpt-4o,markdown,40,131.7,0.0,0.0,0.0,0,0,0,0.0,4150,16.37,0.010375
6542396,gpt-4o,markdown,41,148.60000000000002,0.75,0.75,0.75,0,1,1,0.0,2640,3.64,0.0066
159017,gpt-4o,markdown,45,147.20000000000002,0.0,0.0,0.0,0,1,0,0.0,2193,1.9,0.005483
783169,gpt-4o,markdown,37,134.4,0.5,0.5,0.5,0,1,1,0.0,2460,0.88,0.00615
3486148,gpt-4o,markdown,47,135.4,0.0,0.0,0.0,0,1,0,0.0,4988,13.77,0.01247
7434472,gpt-4o,markdown,45,162.8,0.4,0.5,0.3333,0,1,1,0.5,820,1.91,0.00205
5334473,gpt-4o,markdown,47,134.3,0.0,0.0,0.0,0,1,1,0.0,8115,11.87,0.020287
760004,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,0,0.0,7549,9.73,0.018873
637967,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,1,0.0,8179,15.99,0.020448
408456,gpt-4o,markdown,36,148.4,0.4,1.0,0.25,0,1,0,0.0,8165,12.8,0.020413
7375734,gpt-4o,markdown,43,134.9,0.1111,0.2,0.0769,0,1,0,0.4,3719,15.26,0.009298
404287,gpt-4o,markdown,28,146.6,0.6667,1.0,0.5,0,1,0,0.0,8240,13.62,0.0206
772324,gpt-4o,markdown,37,133.8,0.0,0.0,0.0,0,1,0,0.0,8161,15.44,0.020403
5219133,gpt-4o,markdown,48,141.5,0.7143,1.0,0.5556,0,1,0,0.0,1857,1.36,0.004642
940530,gpt-4o,markdown,42,160.7,0.4,0.5,0.3333,0,1,0,0.0,3210,10.92,0.008025
779489,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,0,0.0,7559,10.3,0.018898
772284,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,1,1.0,3551,18.99,0.008877
8522322,gpt-4o,markdown,49,152.7,0.08,0.1,0.0667,0,1,0,0.6,8841,18.05,0.022103
147903,gpt-4o,markdown,39,139.4,0.0,0.0,0.0,0,1,0,0.0,3356,2.36,0.00839
43024,gpt-4o,markdown,45,147.7,1.0,1.0,1.0,1,1,1,0.0,694,0.62,0.001735
778828,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,2631,1.14,0.006578
3612225,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,1,0.0,1240,0.81,0.0031
1055094,gpt-4o,markdown,37,131.29999999999998,0.5,0.5,0.5,0,1,0,1.0,3342,4.8,0.008355
999515,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,0.0,722,0.6,0.001805
1650442,gpt-4o,markdown,37,131.29999999999998,0.0,0.0,0.0,0,1,1,0.0,2897,1.03,0.007242
1640893,gpt-4o,markdown,37,131.29999999999998,1.0,1.0,1.0,1,1,1,1.0,558,1.23,0.001395
56427,gpt-4o,markdown,9,34.8,1.0,1.0,1.0,1,1,1,0.0,1634,0.83,0.004085
7729414,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,1.0,582,1.57,0.000157
1034547,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,588,1.06,0.000159
1031214,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,743,1.78,0.000201
1006468,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,2739,2.2,0.00074
1295769,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,595,0.84,0.000161
1627177,gpt-4o,markdown,45,149.0,0.6,0.6,0.6,0,1,1,0.0,7093,14.24,0.017733
1926947,gpt-4o,markdown,49,135.7,0.6667,0.8,0.5714,0,1,1,0.0,3024,1.46,0.00756
3984619,gpt-4o,markdown,50,142.20000000000002,0.0,0.0,0.0,0,1,0,0.0,1846,5.83,0.004615
1638269,qwen-72b,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,7158,13.05,0.001933
816387,gpt-4o,markdown,40,144.6,0.0,0.0,0.0,0,1,1,0.0,1122,3.79,0.002805
2912700,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,1.0,3670,11.16,0.000991
3509424,qwen-72b,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,8253,1.64,0.002228
1296722,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,1.0,678,1.13,0.000183
6019133,gpt-4o,markdown,46,140.7,0.087,0.1111,0.0714,0,1,0,0.4444,5148,14.85,0.01287
779499,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,716,0.62,0.00179
369828,gpt-4o,markdown,47,162.6,0.0,0.0,0.0,0,1,0,0.0,8221,10.48,0.020553
1645217,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,4209,14.02,0.001136
772262,gpt-4o,markdown,37,133.8,0.5,0.5,0.5,0,1,1,0.0,3119,12.61,0.007797
1010347,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,1.0,3574,11.51,0.000965
8415130,gpt-4o,markdown,37,142.5,0.5714,0.6667,0.5,0,1,1,0.6667,1898,2.09,0.004745
3511228,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,1.0,5882,1.54,0.001588
1294719,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,1221,3.0,0.00033
1139109,gpt-4o,markdown,50,159.5,0.0,0.0,0.0,0,0,0,0.0,2956,7.38,0.00739
1633119,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,6661,18.73,0.001798
3627943,gpt-4o,markdown,47,131.6,0.0,0.0,0.0,0,0,0,0.0,7959,18.43,0.019897
7971316,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,681,0.97,0.000184
779308,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,599,1.88,0.001497
4061988,qwen-72b,markdown,37,131.29999999999998,0.0,0.0,0.0,0,0,1,0.0,1670,1.18,0.000451
48060,gpt-4o,markdown,35,136.4,0.4286,0.4286,0.4286,0,1,1,0.7143,884,2.93,0.00221
762930,gpt-4o,markdown,47,135.5,0.0,0.0,0.0,0,1,0,0.0,5855,9.22,0.014637
779494,gpt-4o,markdown,37,133.8,1.0,1.0,1.0,1,1,1,0.0,567,0.72,0.001417
1629159,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,1.0,1637,13.1,0.000442
3980075,gpt-4o,markdown,50,144.3,0.5,0.5,0.5,0,1,1,0.0,2745,6.35,0.006862
6644225,gpt-4o,markdown,47,189.0,0.0,0.0,0.0,0,1,0,0.0,6028,5.32,0.01507
6185136,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,1.0,3566,11.92,0.000963
1651695,qwen-72b,markdown,37,131.29999999999998,0.5,0.5,0.5,0,0,1,0.0,8965,2.31,0.002421
1630683,qwen-72b,markdown,37,131.29999999999998,1.0,1.0,1.0,1,0,1,0.0,743,0.94,0.000201
7454616,gpt-4o,markdown,45,162.6,0.4,0.5,0.3333,0,1,1,0.0,944,5.34,0.00236
